169	5369	2172
170	5304	2187
171	5193	2181
172	5112	2220
173	5047	2212
174	4983	2201
175	4907	2185
176	4840	2170
177	4767	2146
178	4727	2124
179	4644	2114
180	4552	2112
181	4488	2078
182	4428	2064
183	4365	2032
184	4335	2024
185	4305	2029
186	4247	2006
187	4192	1974
188	4138	1954
189	4100	1940
190	4051	1924
191	4031	1916
192	3991	1885
193	3986	1876
194	3940	1842
195	3927	1815
196	3905	1800
197	3906	1754
198	3897	1728
199	3906	1732
200	3926	1736
201	3969	1726
202	3977	1717
203	3970	1717
204	4001	1706
205	4051	1695
206	4073	1695
207	4141	1683
208	4173	1696
209	4194	1687
210	4235	1665
211	4281	1653
212	4265	1666
213	4333	1703
214	4343	1680
215	4386	1660
216	4395	1657
217	4460	1648
218	4497	1674
219	4529	1658
220	4561	1628
221	4637	1613
222	4721	1610
223	4808	1586
224	4845	1564
225	4891	1554
226	4950	1523
227	5026	1534
228	5039	1559
229	5054	1573
230	5097	1597
231	5170	1618
232	5197	1619
233	5203	1633
234	5229	1643
235	5252	1644
236	5287	1643
237	5333	1660
238	5353	1640
239	5351	1654
240	5370	1633
241	5363	1615
242	5384	1623
243	5385	1604
244	5412	1616
245	5405	1613
246	5379	1604
247	5376	1568
248	5383	1571
249	5387	1548
250	5340	1545
251	5350	1539
252	5350	1528
253	5355	1519
254	5306	1500
255	5283	1521
256	5263	1504
257	5257	1513
258	5200	1550
259	5178	1551
260	5140	1582
261	5093	1592
262	5024	1618
263	4968	1658
264	4924	1708
265	4861	1770
266	4822	1839
267	4745	1872
268	4687	1926
269	4674	1967
270	4598	1969
271	4538	2029
272	4521	2034
273	4503	2045
274	4475	2103
275	4463	2125
276	4453	2106
277	4442	2114
278	4424	2122
279	4431	2148
280	4419	2112
281	4425	2106
282	4378	2068
283	4369	2032
284	4355	2020
285	4313	2008
286	4293	2002
287	4319	1985
288	4275	1998
289	4228	1983
290	4180	1979
291	4148	1993
292	4113	1979
293	4101	1981
294	4019	1962
295	3981	1979
296	3984	1969
297	3974	1977
298	3938	1940
299	3894	1887
300	3873	1889
301	3865	1895
302	3798	1873
303	3758	1828
304	3699	1807
305	3682	1798
306	3655	1791
307	3650	1804
308	3625	1799
309	3600	1795
310	3563	1756
311	3549	1749
312	3512	1738
313	3511	1731
314	3494	1744
315	3501	1720
316	3487	1717
317	3483	1703
318	3481	1711
319	3516	1717
320	3534	1715
321	3526	1718
322	3514	1702
323	3541	1694
324	3527	1683
325	3533	1701
326	3562	1675
327	3590	1629
328	3616	1596
329	3671	1578
330	3698	1553
331	3756	1536
332	3776	1493
333	3847	1466
334	3884	1451
335	3945	1442
336	3960	1451
337	4043	1427
338	4084	1416
339	4158	1390
340	4181	1377
341	4229	1357
342	4279	1373
343	4325	1389
344	4392	1368
345	4476	1351
346	4522	1358
347	4608	1368
348	4653	1364
349	4698	1374
350	4774	1374
351	4820	1366
352	4872	1360
353	4919	1388
354	4975	1359
355	5016	1366
356	5073	1353
357	5111	1339
358	5172	1315
359	5216	1294
360	5300	1301
361	5349	1275
362	5389	1262
363	5440	1208
364	5500	1165
365	5541	1139
366	5591	1120
367	5656	1092
368	5706	1067
369	5760	1072
370	5806	1069
371	5878	1072
372	5931	1078
373	5991	1062
374	6044	1059
375	6107	1062
376	6168	1052
377	6218	1032
378	6284	1025
379	6357	1019
380	6402	1004
381	6416	1006
382	6416	997
383	6481	998
384	6536	995
385	6530	996
386	6528	1003
387	6594	998
388	6628	1020
389	6657	1044
390	6629	1059
391	6698	1073
392	6746	1108
393	6775	1140
394	6775	1160
395	6825	1175
396	6832	1185
397	6871	1211
398	6838	1229
399	6859	1246
400	6876	1253
401	6869	1285
402	6843	1316
403	6801	1353
404	6777	1380
405	6729	1409
406	6664	1431
407	6642	1492
408	6607	1542
409	6540	1577
410	6482	1606
411	6435	1643
412	6393	1699
413	6316	1722
414	6206	1786
415	6150	1818
416	6086	1856
417	6044	1908
418	5946	1944
419	5861	2002
420	5791	2039
421	5719	2055
422	5633	2090
423	5537	2114
424	5491	2130
425	5375	2159
426	5290	2183
427	5157	2183
428	5097	2216
429	4984	2242
430	4884	2254
431	4769	2280
432	4660	2295
433	4563	2327
434	4470	2328
435	4389	2353
436	4294	2360
437	4199	2369
438	4080	2380
439	3969	2375
440	3876	2397
441	3776	2435
442	3658	2425
443	3574	2436
444	3483	2421
445	3418	2435
446	3347	2424
447	3241	2422
448	3182	2400
449	3119	2372
450	3032	2371
451	2948	2324
452	2866	2288
453	2826	2252
454	2742	2238
455	2679	2194
456	2614	2167
457	2585	2136
458	2534	2119
459	2520	2122
460	2467	2096
461	2433	2103
462	2403	2086
463	2387	2087
464	2365	2051
465	2367	2040
466	2343	2009
467	2347	1954
468	2362	1930
469	2370	1896
470	2389	1853
471	2406	1814
472	2411	1802
473	2428	1733
474	2499	1711
475	2566	1690
476	2597	1667
477	2633	1616
478	2695	1592
479	2723	1568
480	2787	1531
481	2867	1506
482	2938	1489
483	2982	1490
484	3062	1466
485	3148	1458
486	3209	1424
487	3292	1395
488	3380	1359
489	3460	1346
490	3537	1306
491	3622	1287
492	3684	1258
493	3789	1272
494	3881	1259
495	3960	1270
496	4042	1268
497	4136	1284
498	4200	1300
499	4274	1304
500	4350	1324
501	4426	1362
502	4478	1392
503	4560	1414
504	4565	1460
505	4576	1506
506	4583	1542
507	4662	1597
508	4664	1647
509	4677	1677
510	4708	1741
511	4704	1804
512	4683	1845
513	4661	1901
514	4605	1946
515	4578	1990
516	4553	2065
517	4498	2145
518	4479	2197
519	4424	2259
520	4369	2326
521	4351	2389
522	4278	2469
523	4204	2523
524	4128	2561
525	4028	2590
526	3926	2625
527	3838	2683
528	3759	2694
529	3657	2708
530	3553	2679
531	3433	2652
532	3313	2645
533	3207	2598
534	3067	2619
535	2960	2589
536	2856	2594
537	2755	2601
538	2648	2610
539	2553	2577
540	2452	2522
541	2358	2515
542	2295	2465
543	2268	2435
544	2185	2394
545	2138	2335
546	2085	2229
547	2074	2129
548	2004	2021
549	1969	1915
550	1929	1829
551	1926	1735
552	1863	1673
553	1844	1607
554	1825	1549
555	1796	1490
556	1760	1490
557	1745	1467
558	1737	1459
559	1730	1448
560	1730	1430
561	1739	1401
562	1744	1377
563	1759	1370
564	1791	1356
565	1853	1342
566	1885	1298
567	1982	1264
568	2026	1227
569	2106	1209
570	2171	1179
571	2272	1158
572	2361	1129
573	2473	1084
574	2580	1059
575	2705	1050
576	2812	1038
577	2965	1028
578	3063	1021
579	3241	1007
580	3374	1009
581	3574	1027
582	3716	1026
583	3909	1025
584	4026	1033
585	4230	1013
586	4383	1012
587	4568	1022
588	4690	1019
589	4899	1012
590	5030	1009
591	5157	1008
592	5309	1004
593	5448	1022
594	5538	1018
595	5673	1008
596	5765	1028
597	5858	1046
598	5914	1083
599	6006	1107
600	6063	1124
601	6146	1151
602	6167	1164
603	6227	1179
604	6241	1185
605	6280	1215
606	6337	1242
607	6398	1263
608	6389	1308
609	6387	1312
610	6380	1351
611	6371	1381
612	6345	1424
613	6354	1475
614	6312	1501
615	6290	1553
616	6235	1591
617	6225	1636
618	6185	1702
619	6137	1749
620	6087	1772
621	6017	1816
622	5916	1847
623	5850	1909
624	5758	1970
625	5673	1997
626	5552	2015
627	5488	2062
628	5434	2122
629	5383	2170
630	5280	2219
631	5229	2245
632	5131	2227
633	5032	2201
634	4953	2208
635	4863	2178
636	4761	2149
637	4664	2098
638	4566	2072
639	4511	2024
640	4446	1995
641	4382	2009
642	4307	1996
643	4221	1979
644	4131	1964
645	4065	1970
646	3974	1955
647	3905	1950
648	3823	1937
649	3761	1942
650	3710	1946
651	3642	1940
652	3574	1928
653	3512	1913
654	3478	1907
655	3389	1903
656	3367	1898
657	3322	1884
658	3276	1882
659	3235	1881
660	3189	1896
661	3153	1895
662	3113	1886
663	3114	1889
664	3110	1897
665	3059	1902
666	3046	1904
667	3045	1903
668	2996	1912
669	2990	1896
670	3005	1910
671	3006	1966
672	3018	1963
673	3025	1971
674	3012	1981
675	3034	1975
676	3056	2006
677	3088	2026
678	3084	2010
679	3097	1987
680	3116	1960
681	3166	1941
682	3183	1936
683	3215	1891
684	3235	1837
685	3242	1769
686	3261	1753
687	3296	1701
688	3324	1657
689	3323	1599
690	3379	1561
691	3402	1517
692	3433	1464
693	3460	1454
694	3469	1450
695	3501	1444
696	3540	1417
697	3579	1417
698	3598	1422
699	3657	1419
700	3687	1421
701	3739	1415
702	3768	1410
703	3816	1402
704	3860	1429
705	3942	1441
706	3970	1439
707	4021	1451
708	4091	1452
709	4170	1431
710	4181	1444
711	4257	1450
712	4297	1454
713	4371	1471
714	4382	1492
715	4465	1508
716	4524	1517
717	4591	1530
718	4641	1544
719	4716	1571
720	4777	1570
721	4853	1597
722	4926	1644
723	4939	1674
724	4982	1702
725	5043	1741
726	5082	1764
727	5124	1780
728	5140	1824
729	5112	1846
730	5103	1837
731	5069	1841
732	5043	1862
733	5033	1889
734	5021	1930
735	4946	1977
736	4869	2016
737	4772	2045
738	4745	2089
739	4692	2135
740	4606	2195
741	4509	2226
742	4457	2270
743	4397	2280
744	4309	2298
745	4257	2350
746	4166	2334
747	4122	2292
748	4068	2289
749	4029	2287
750	3922	2277
751	3875	2254
752	3783	2219
753	3735	2176
754	3652	2154
755	3578	2165
756	3490	2138
757	3425	2145
758	3353	2139
759	3286	2135
760	3188	2159
761	3117	2172
762	3013	2195
763	2940	2199
764	2830	2222
765	2766	2231
766	2703	2245
767	2641	2255
768	2592	2268
769	2559	2252
770	2488	2251
771	2442	2243
772	2386	2227
773	2387	2212
774	2358	2198
775	2344	2198
776	2348	2171
777	2344	2105
778	2344	2069
779	2358	1996
780	2387	1955
781	2404	1890
782	2454	1843
783	2503	1763
784	2546	1666
785	2587	1601
786	2649	1551
787	2697	1509
788	2760	1450
789	2827	1421
790	2899	1384
791	2972	1373
792	3049	1330
793	3157	1317
794	3209	1302
795	3318	1269
796	3393	1268
797	3518	1276
798	3623	1274
799	3704	1256
800	3840	1255
801	3913	1237
802	3977	1244
803	4115	1249
804	4190	1253
805	4276	1272
806	4358	1262
807	4427	1288
808	4506	1294
809	4559	1320
810	4621	1354
811	4665	1376
812	4717	1428
813	4772	1428
814	4817	1466
815	4886	1504
816	4954	1514
817	5005	1566
818	5041	1592
819	5105	1610
820	5167	1614
821	5209	1647
822	5266	1672
823	5325	1700
824	5372	1707
825	5424	1723
826	5430	1735
827	5466	1755
828	5482	1808
829	5505	1816
830	5523	1846
831	5497	1884
832	5457	1912
833	5413	1911
834	5353	1945
835	5323	1975
836	5263	2010
837	5169	2076
838	5087	2104
839	5001	2136
840	4919	2172
841	4813	2205
842	4721	2244
843	4655	2282
844	4572	2323
845	4453	2320
846	4351	2324
847	4269	2323
848	4190	2337
849	4088	2342
850	3996	2328
851	3903	2343
852	3827	2324
853	3756	2297
854	3706	2303
855	3616	2282
856	3570	2241
857	3517	2183
858	3462	2173
859	3419	2139
860	3337	2113
861	3289	2117
862	3260	2097
863	3202	2073
864	3129	2036
865	3093	2046
866	3024	2060
867	2980	2022
868	2931	2006
869	2917	2006
870	2877	1998
871	2861	1987
872	2840	1984
873	2863	1961
874	2814	1954
875	2863	1968
876	2858	1959
877	2873	1982
878	2864	1944
879	2926	1914
880	2958	1883
881	2967	1821
882	2985	1817
883	3007	1757
884	3015	1693
885	3043	1621
886	3080	1568
887	3139	1508
888	3168	1481
889	3225	1452
890	3258	1409
891	3321	1383
892	3353	1360
893	3431	1337
894	3461	1350
895	3536	1348
896	3597	1331
897	3671	1325
898	3744	1292
899	3844	1261
900	3921	1255
901	4023	1248
902	4111	1229
903	4198	1195
904	4306	1162
905	4398	1136
906	4511	1124
907	4606	1095
908	4686	1080
909	4742	1079
910	4803	1060
911	4868	1043
912	4940	1039
913	5005	1040
914	5063	1045
915	5136	1057
916	5199	1059
917	5268	1052
918	5321	1070
919	5383	1092
920	5458	1126
921	5516	1145
922	5547	1163
923	5606	1167
924	5665	1206
925	5721	1240
926	5749	1287
927	5818	1317
928	5822	1342
929	5877	1376
930	5877	1417
931	5876	1462
932	5865	1496
933	5907	1538
934	5917	1587
935	5904	1645
936	5882	1699
937	5865	1758
938	5827	1795
939	5796	1838
940	5748	1877
941	5686	1913
942	5609	1953
943	5551	1991
944	5500	2015
945	5455	2098
946	5406	2137
947	5318	2182
948	5294	2206
949	5227	2231
950	5143	2274
951	5062	2285
952	4977	2292
953	4914	2307
954	4873	2329
955	4783	2327
956	4699	2338
957	4588	2324
958	4517	2322
959	4428	2309
960	4327	2293
961	4258	2298
962	4159	2282
963	4079	2252
964	3978	2243
965	3885	2210
966	3808	2195
967	3734	2172
968	3635	2157
969	3562	2170
970	3478	2163
971	3408	2151
972	3324	2154
973	3242	2155
974	3134	2135
975	3098	2112
976	3042	2124
977	2960	2088
978	2862	2054
979	2853	2050
980	2803	2034
981	2741	2011
982	2646	1999
983	2606	2006
984	2569	2000
985	2531	1989
986	2483	1990
987	2474	1993
988	2453	1992
989	2458	1984
990	2410	1940
991	2447	1957
992	2441	1923
993	2462	1905
994	2448	1898
995	2462	1864
996	2498	1831
997	2511	1814
998	2563	1811
999	2596	1782
1000	2663	1773
1001	2721	1744
1002	2787	1701
1003	2839	1662
1004	2932	1621
1005	3030	1606
1006	3107	1563
1007	3167	1563
1008	3220	1531
